.obsidian/app.json	777	2	2026-07-15 14:25:21.095397400 +0100
.obsidian/appearance.json	777	2	2026-07-15 14:25:21.097393400 +0100
.obsidian/core-plugins.json	777	696	2026-07-15 14:25:20.933907600 +0100
.obsidian/graph.json	777	524	2026-07-15 14:28:56.089000000 +0100
.obsidian/workspace.json	777	4856	2026-07-15 14:28:54.998083800 +0100
README.md	777	2752	2026-07-15 14:21:03.605109200 +0100
decisions/DECISIONS.md	777	823	2026-07-15 14:21:03.627540200 +0100
inbox/README.md	777	732	2026-07-15 14:21:03.647365000 +0100
inbox/distilled_packets/.gitkeep	777	1	2026-07-05 21:55:23.551315600 +0100
inbox/source_notes/.gitkeep	777	1	2026-07-05 21:55:23.239606300 +0100
index/MEMORY_INDEX.md	777	3873	2026-07-15 14:21:03.652407400 +0100
memory/agentic_os.md	777	955	2026-07-15 14:21:03.680435200 +0100
memory/clients.md	777	1214	2026-07-15 14:21:03.686058100 +0100
memory/company.md	777	751	2026-07-15 14:21:03.709187000 +0100
memory/delivery_model.md	777	1226	2026-07-15 14:21:03.717474400 +0100
memory/ideal_clients.md	777	979	2026-07-15 14:23:43.200789400 +0100
memory/marketing_voice.md	777	1391	2026-07-15 14:21:03.761529600 +0100
memory/north_shore_sales_coach.md	777	1229	2026-07-15 14:21:03.787968500 +0100
memory/offers.md	777	1519	2026-07-15 14:21:03.812957300 +0100
memory/positioning.md	777	865	2026-07-15 14:23:43.209054300 +0100
memory/sales_and_revenue.md	777	1841	2026-07-15 14:21:03.849055900 +0100
memory/website_and_content.md	777	1408	2026-07-15 14:21:03.859029400 +0100
operating_context/active_projects.md	777	1111	2026-07-15 14:21:03.892015700 +0100
operating_context/current_priorities.md	777	848	2026-07-15 14:21:03.920887800 +0100
operating_context/obsidian_registry_backups/20260625-214638/C__Users_Admin_AppData_Roaming_obsidian_obsidian.json.bak	777	197	2026-06-26 03:00:44.640344400 +0100
operating_context/obsidian_registry_backups/20260625-214653/C__Users_Admin_AppData_Roaming_obsidian_obsidian.json.bak	777	15	2026-06-26 05:46:38.323378400 +0100
operating_context/obsidian_registry_backups/20260625-214719/C__Users_Admin_AppData_Roaming_obsidian_obsidian.json.bak	777	15	2026-06-26 05:46:53.446528800 +0100
operating_context/old_vault_archive_plan.md	777	1064	2026-07-15 14:21:03.929176300 +0100
operating_context/protected_paths.md	777	1088	2026-07-15 14:21:03.947184800 +0100
